1623829167495|13|statement|connection 0|url jdbc:mysql://localhost:3306/test?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = ?) LIMIT 1|SELECT  id,dept_id,username,password,nick_name,user_type,email,phone_number,sex,avatar_path,user_status,create_by,create_date,update_by,update_date,del_flag,remark  FROM sys_user_info   WHERE  del_flag='0' AND (username = 'admin') LIMIT 1
1623839303109|0|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839304035|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623839375738|11|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623839584240|1|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu|SELECT  menu_id,parent_id,menu_name,icon,url,permission,sort,type,create_time,update_time  FROM my_menu
1623843638971|10|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623843639912|4|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623844473595|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844473714|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623844474378|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844474482|0|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623844475407|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844475508|0|statement|connection 7|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.menu_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623844514919|13|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844515897|4|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = ? and status = 1|select d.permission from         my_user a join my_role_user b on a.user_id = b.user_id         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where a.user_id = 1 and status = 1
1623844701841|9|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844702823|10|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = ? and status = 1|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = 1 and status = 1
1623844751702|11|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623844752880|4|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = ?|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = 1
1623845117003|12|statement|connection 0|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623845122543|0|statement|connection 1|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = 'admin') LIMIT 1
1623845123504|0|statement|connection 2|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = ?|select distinct d.permission from         my_role_user b         join my_role_menu c on b.role_id = c.role_id         join my_menu d on d.menu_id = c.menu_id         where b.user_id = 1
1623845156043|0|statement|connection 3|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845156872|0|statement|connection 4|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845157491|0|statement|connection 5|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845158095|0|statement|connection 6|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845158659|0|statement|connection 7|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845159259|0|statement|connection 8|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845159684|0|statement|connection 9|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845161028|0|statement|connection 10|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845161775|0|statement|connection 11|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845162370|0|statement|connection 12|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845163174|0|statement|connection 13|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845163704|0|statement|connection 14|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845164165|0|statement|connection 15|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845165464|0|statement|connection 16|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845166168|0|statement|connection 17|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845166741|0|statement|connection 18|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845167275|0|statement|connection 19|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845167990|0|statement|connection 20|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845168472|0|statement|connection 21|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845169028|0|statement|connection 22|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845188809|0|statement|connection 23|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845189786|0|statement|connection 24|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845190366|0|statement|connection 25|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845190880|0|statement|connection 26|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845191458|0|statement|connection 27|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
1623845191974|0|statement|connection 28|url jdbc:mysql://localhost:3306/my-springsecurity-plus?serverTimezone=UTC&useUnicode=true&characterEncoding=utf-8&zeroDateTimeBehavior=convertToNull&useSSL=false|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = ?) LIMIT 1|SELECT  user_id,dept_id,user_name,password,nick_name,phone,email,status,create_time,update_time  FROM my_user     WHERE (user_name = '') LIMIT 1
